Date,open,high,low,close,volume,dividends,stock splits,capital gains,sma_50,ema_50,macd,signal_line,macd_hist,rsi,bb_upper,bb_lower,roc,hi_lo,hi_close,lo_close,true_range,ATR,obv,%K,%D
2019-12-09 00:00:00-05:00,57.116889901369255,57.2539902778279,57.00720541616705,57.16259002685547,264900,0.0,0.0,0.0,,57.16259002685547,0.0,0.0,0.0,,,,,0.24678486166085634,,,0.24678486166085634,,,,
2019-12-10 00:00:00-05:00,57.15345474167294,57.53734351237729,57.126035360442806,57.50078201293945,32900,0.0,0.0,0.0,,57.175852457682296,0.026978278092165908,0.005395655618433182,0.021582622473732726,,,,,0.41130815193448456,0.37475348552182197,0.036554666412662584,0.41130815193448456,,0.005916316701624291,,
2019-12-11 00:00:00-05:00,57.619607460381104,57.711007725955575,57.45508419298974,57.583045959472656,21300,0.0,0.0,0.0,,57.19182083030153,0.054370026997887066,0.01519052989432396,0.03917949710356311,,,,,0.2559235329658378,0.21022571301612203,0.04569781994971578,0.2559235329658378,,0.007346974575367593,,
2019-12-12 00:00:00-05:00,57.537343071399306,58.40565949956238,57.537343071399306,58.341678619384766,14100,0.0,0.0,0.0,,57.23691329261852,0.1357289025495092,0.039298204425361014,0.09643069812414819,,,,,0.8683164281630766,0.8226135400897263,0.04570288807335032,0.8683164281630766,,0.020521558296521247,,
2019-12-13 00:00:00-05:00,58.49705721638349,58.64330320665291,58.076610454447845,58.16801071166992,20600,0.0,0.0,0.0,,57.27342691689505,0.18407099300672058,0.06825276214163292,0.11581823086508766,,,,,0.5666927522050642,0.3016245872681438,0.2650681649369204,0.5666927522050642,,0.02349829657050606,,
2019-12-16 00:00:00-05:00,58.68900099998261,58.844382137647806,58.56103924268271,58.60674285888672,20500,0.0,0.0,0.0,,57.32571381658099,0.2548467509149219,0.10557155989629073,0.14927519101863118,,,,,0.2833428949650951,0.6763714259778837,0.39302853101278856,0.6763714259778837,,0.031040795305618762,,
2019-12-17 00:00:00-05:00,58.625015298328115,58.625015298328115,58.23198794084291,58.305110931396484,36900,0.0,0.0,0.0,,57.36412154657376,0.28333180063391694,0.14112360804381596,0.14220819259010098,,,,,0.39302735748520234,0.01827243944139667,0.3747549180438057,0.39302735748520234,,0.036187505611914084,,
2019-12-18 00:00:00-05:00,58.25940991570611,58.46963328029221,58.15886754857883,58.18628692626953,63400,0.0,0.0,0.0,,57.39636332616968,0.2929414568351518,0.17148717780208314,0.12145427903306869,,,,,0.3107657317133743,0.16452234889572281,0.14624338281765148,0.3107657317133743,,0.03822547455200864,,
2019-12-19 00:00:00-05:00,58.27768308786743,58.75297202577292,58.27768308786743,58.707275390625,207500,0.0,0.0,0.0,,57.44777164242283,0.3386923589147841,0.20492821402462336,0.13376414489016075,,,,,0.4752889379054892,0.5666850995033883,0.0913961615978991,0.5666850995033883,,0.047179276072556564,,
2019-12-20 00:00:00-05:00,58.90835776797063,59.246546366928825,58.90835776797063,59.191707611083984,41500,0.0,0.0,0.0,,57.516161288252675,0.4093215065190421,0.2458068725235071,0.16351463399553498,,,,,0.3381885989581974,0.5392709763038255,0.20108237734562806,0.5392709763038255,,0.05543093171890845,,
2019-12-23 00:00:00-05:00,59.054610543186804,59.136868686419085,58.98148754471837,59.027191162109375,17300,0.0,0.0,0.0,,57.57541736173725,0.4468692814301676,0.2860193543048392,0.16084992712532836,,,,,0.15538114170071538,0.05483892466489948,0.21022006636561485,0.21022006636561485,,0.05821031510915553,,
2019-12-24 00:00:00-05:00,59.09117718364947,59.09117718364947,58.97235055745151,59.082035064697266,7100,0.0,0.0,0.0,,57.63450040891216,0.4755695385449741,0.3239293911528662,0.1516401473921079,,,,,0.11882662619795781,0.0639860215400958,0.054840604657862,0.11882662619795781,,0.05913944457488385,,
2019-12-26 00:00:00-05:00,59.17342082047821,59.20998231392597,58.90835522302587,59.01803970336914,2900,0.0,0.0,0.0,,57.688756851832046,0.48753085602420043,0.35664968412713305,0.13088117189706738,,,,,0.301627090900098,0.12794724922870415,0.17367984167139383,0.301627090900098,,0.06022260566197313,,
2019-12-27 00:00:00-05:00,59.392800119094375,59.392800119094375,59.054611475881295,59.10031509399414,5800,0.0,0.0,0.0,,57.744112077014876,0.49790963044069514,0.3849016733898455,0.11300795705084965,,,,,0.33818864321307984,0.374760415725234,0.036571772512154155,0.374760415725234,,0.06161667755996436,,
2019-12-30 00:00:00-05:00,59.313851939096224,59.313851939096224,58.4890287585635,58.50735855102539,9700,0.173,0.0,0.0,,57.774043311289795,0.45306558838841227,0.39853445638955887,0.0545311319988534,,,,,0.8248231805327251,0.21353684510208382,0.6112863354306413,0.8248231805327251,,0.07164972970233796,,
2019-12-31 00:00:00-05:00,58.351553528434586,58.86478069417742,58.16826260701958,58.81895446777344,21400,0.0,0.0,0.0,,57.81502021938719,0.43762488112633946,0.406352541336915,0.03127233978942445,,,,,0.6965180871578411,0.3574221431520286,0.33909594400581256,0.6965180871578411,,0.07697548571773383,,
2020-01-02 00:00:00-05:00,59.048065185546875,59.057231828249556,58.68147639053613,59.048065185546875,187300,0.0,0.0,0.0,,57.86337492394248,0.4388169212291331,0.4128454173153587,0.025971503913774396,,,,,0.3757554377134227,0.23827736047611836,0.13747807723730432,0.3757554377134227,,0.08087067086419819,,
2020-01-03 00:00:00-05:00,58.41571453598246,58.6814877931563,58.076618611089074,58.36988830566406,64700,0.0,0.0,0.0,,57.883238193813916,0.38065051298592323,0.4064064364494716,-0.02575592346354838,,,,,0.6048691820672261,0.36657739239057463,0.9714465744578007,0.9714465744578007,,0.09235583769823041,,
2020-01-06 00:00:00-05:00,58.05828021590532,58.4798583984375,58.00329434135113,58.4798583984375,179000,0.0,0.0,0.0,,57.90663506458347,0.33951318614498405,0.3930277863885741,-0.05351460024359006,,,,,0.47656405708637095,0.1099700927734375,0.36659396431293345,0.47656405708637095,,0.09423985865433637,,
2020-01-07 00:00:00-05:00,58.223243713378906,58.34238559937465,58.195750776629865,58.223243713378906,74200,0.0,0.0,0.0,,57.91905109002643,0.28294330350259145,0.37101088981137764,-0.0880675863087862,,,,,0.14663482274478667,0.1374727990628486,0.28410762180763527,0.28410762180763527,0.4734897737928847,0.0986279452894,,
2020-01-08 00:00:00-05:00,58.149927373784706,58.516512678358545,58.09493800487617,58.29656219482422,53400,0.0,0.0,0.0,,57.93385544707733,0.24124651301769262,0.34505801445264067,-0.10381150143494805,59.71741867827102,,,1.9837662489330876,0.4215746734823753,0.2932689649796387,0.1283057085027366,0.4215746734823753,0.48222926438396063,0.09988721009103563,54.04760402406249,
2020-01-09 00:00:00-05:00,58.44320433607572,58.72731086694694,58.44320433607572,58.65399169921875,61200,0.0,0.0,0.0,,57.9620960844162,0.23434173434996808,0.3229147584321062,-0.08857302408213813,62.04264310884403,,,2.005554787098007,0.2841065308712132,0.43074867212271784,0.14664214125150465,0.43074867212271784,0.48320129039337234,0.10601843791884502,67.40692138185878,
2020-01-10 00:00:00-05:00,59.03890140930854,59.03890140930854,58.72730546328557,58.77312469482422,35100,0.0,0.0,0.0,,57.993901127961614,0.23576493322726577,0.3054847933911381,-0.06971986016387233,60.650587713107875,,,2.066717235120122,0.3115959460229689,0.38490971008978647,0.07331376406681755,0.38490971008978647,0.4896505992495698,0.10804955280385398,68.02031629497516,63.15828056696548
2020-01-13 00:00:00-05:00,59.05723175339971,59.09389133206429,58.67230967347146,59.03889846801758,10300,0.0,0.0,0.0,,58.03488141580694,0.2553945218533613,0.29546673908358273,-0.04007221723022142,61.823472152602264,,,1.1950630580607813,0.42158165859282803,0.3207666372400695,0.10081502135275855,0.42158165859282803,0.4673138607710573,0.11257158178518478,80.92644335171063,72.11789367618152
2020-01-14 00:00:00-05:00,59.08473233535386,60.09284640673798,59.08473233535386,60.074520111083984,29500,0.0,0.0,0.0,,58.11486724699428,0.3504770426243624,0.3064687997917387,0.04400824283262372,63.46710290703052,,,3.277590854644046,1.0081140713841208,1.0539479387204054,0.045833867336284584,1.0539479387204054,0.4916766200968244,0.13011292605039693,99.12295577805541,82.68990514158041
2020-01-15 00:00:00-05:00,60.31279663467341,61.16511271668376,60.31279663467341,61.07346725463867,34400,0.0,0.0,0.0,,58.23089077670582,0.5006659459322265,0.34530822901983627,0.1553577169123902,70.01309598008066,,,4.208942990896681,0.852316082010347,1.090592605599774,0.23827652358942686,1.090592605599774,0.5123876790779189,0.14674139252349627,97.10149505233852,92.38363139403486
2020-01-16 00:00:00-05:00,61.1284554279396,61.403398816495574,61.000150377840356,61.20177459716797,24900,0.0,0.0,0.0,,58.34739602456708,0.6228650633588728,0.4008195958876436,0.22204546747122922,68.67342154644145,,,4.968112776905243,0.4032484386552184,0.32993156185690253,0.07331687679831589,0.4032484386552184,0.5128987331364196,0.1488422613344046,94.07005811728652,96.76483631589349
2020-01-17 00:00:00-05:00,61.35756220521426,61.40338842625281,61.06429257002659,61.1009521484375,69600,0.0,0.0,0.0,,58.455378617660045,0.7034641188416089,0.4613485004784367,0.2421156183631722,70.717135415695,,,5.009196111553351,0.33909585622622274,0.2016138290848417,0.13748202714138102,0.33909585622622274,0.5143152393620621,0.15048963919875713,91.10478309507752,94.09211208823417
