Date,open,high,low,close,volume,dividends,stock splits,sma_50,ema_50,macd,signal_line,macd_hist,rsi,bb_upper,bb_lower,roc,hi_lo,hi_close,lo_close,true_range,ATR,obv,%K,%D
2019-12-02 00:00:00-06:00,12.6899995803833,15.270000457763672,12.550000190734863,14.90999984741211,0,0.0,0.0,,14.90999984741211,0.0,0.0,0.0,,,,,2.7200002670288086,,,2.7200002670288086,,,,
2019-12-03 00:00:00-06:00,14.680000305175781,17.989999771118164,14.609999656677246,15.960000038146973,0,0.0,0.0,,14.951176325480144,0.08376069897600047,0.016752139795200096,0.06700855918080037,,,,,3.380000114440918,3.0799999237060547,0.3000001907348633,3.380000114440918,,0.07042254872437903,,
2019-12-04 00:00:00-06:00,16.3799991607666,16.399999618530273,14.119999885559082,14.800000190734863,0,0.0,0.0,,14.94524784960778,0.05589503998727352,0.024580719833614782,0.03131432015365874,,,,,2.2799997329711914,0.4399995803833008,1.8400001525878906,2.2799997329711914,,0.14310424325066495,,
2019-12-05 00:00:00-06:00,14.460000038146973,15.369999885559082,14.170000076293945,14.520000457763672,0,0.0,0.0,,14.928571481300168,0.011089829431597309,0.021882541753211287,-0.010792712321613978,,,,,1.1999998092651367,0.5699996948242188,0.630000114440918,1.1999998092651367,,0.16202314388327965,,
2019-12-06 00:00:00-06:00,14.369999885559082,14.470000267028809,13.1899995803833,13.619999885559082,0,0.0,0.0,,14.877254948133851,-0.0959352652757115,-0.001681019652573272,-0.09425424562313822,,,,,1.2800006866455078,0.05000019073486328,1.330000877380371,1.330000877380371,,0.22400665241157103,,
2019-12-09 00:00:00-06:00,14.25,16.06999969482422,12.25,15.859999656677246,0,0.0,0.0,,14.915793956312024,-4.115395652704024e-06,-0.0013456388011891585,0.0013415234055364545,,,,,3.8199996948242188,2.4499998092651367,1.369999885559082,3.8199996948242188,,0.388470660483493,,
2019-12-10 00:00:00-06:00,15.800000190734863,16.899999618530273,14.930000305175781,15.680000305175781,0,0.0,0.0,,14.945762832738053,0.06079674168855753,0.01108283729676018,0.04971390439179735,,,,,1.9699993133544922,1.0399999618530273,0.9299993515014648,1.9699993133544922,,0.39981992627150853,,
2019-12-11 00:00:00-06:00,15.569999694824219,15.970000267028809,14.979999542236328,14.989999771118164,0,0.0,0.0,,14.947497614635312,0.052697122821864895,0.019405694401781123,0.03329142842008377,,,,,0.9900007247924805,0.28999996185302734,0.7000007629394531,0.9900007247924805,,0.44382506151566137,,
2019-12-12 00:00:00-06:00,14.9399995803833,15.550000190734863,13.600000381469727,13.9399995803833,0,0.0,0.0,,14.9079878878019,-0.03800996840378801,0.007922561840667298,-0.0459325302444553,,,,,1.9499998092651367,0.5600004196166992,1.3899993896484375,1.9499998092651367,,0.513871773107875,,
2019-12-13 00:00:00-06:00,13.180000305175781,14.350000381469727,12.539999961853027,12.630000114440918,0,0.0,0.0,,14.818655033944607,-0.21314499763406225,-0.03629095005427862,-0.17685404757978362,,,,,1.8100004196166992,0.4100008010864258,1.3999996185302734,1.8100004196166992,,0.6078459126613542,,
2019-12-16 00:00:00-06:00,12.470000267028809,12.529999732971191,11.710000038146973,12.140000343322754,0,0.0,0.0,,14.713609751959437,-0.3870183498822044,-0.10643643001986378,-0.2805819198623406,,,,,0.8199996948242188,0.10000038146972656,0.9200000762939453,0.9200000762939453,,0.646642410418936,,
2019-12-17 00:00:00-06:00,12.229999542236328,12.470000267028809,11.899999618530273,12.289999961853027,0,0.0,0.0,,14.618566230778793,-0.5068676636994773,-0.1865226767557865,-0.32034498694369085,,,,,0.5700006484985352,0.3299999237060547,0.24000072479248047,0.5700006484985352,,0.6589982270818883,,
2019-12-18 00:00:00-06:00,12.239999771118164,12.699999809265137,11.930000305175781,12.579999923706055,0,0.0,0.0,,14.538622454030843,-0.5718565289788717,-0.26358944720040356,-0.3082670817784682,,,,,0.7699995040893555,0.4099998474121094,0.3599996566772461,0.7699995040893555,,0.6825946439047653,,
2019-12-19 00:00:00-06:00,12.550000190734863,12.779999732971191,12.430000305175781,12.5,0,0.0,0.0,,14.458676475441399,-0.6226386078953592,-0.3353992793393947,-0.2872393285559645,,,,,0.34999942779541016,0.19999980926513672,0.14999961853027344,0.34999942779541016,,0.6889539383555785,,
2019-12-20 00:00:00-06:00,12.550000190734863,12.609999656677246,12.039999961853027,12.510000228881836,0,0.0,0.0,,14.38225779910573,-0.6545318012337109,-0.39922578371825795,-0.25530601751545295,,,,,0.5699996948242188,0.1099996566772461,0.46000003814697266,0.5699996948242188,,0.6897539566661253,,
2019-12-23 00:00:00-06:00,12.8100004196167,12.899999618530273,12.40999984741211,12.609999656677246,0,0.0,0.0,,14.31275747979481,-0.6640831316748503,-0.4521972533095765,-0.21188587836527384,,,,,0.48999977111816406,0.3899993896484375,0.10000038146972656,0.48999977111816406,,0.6977475158960078,,
2019-12-24 00:00:00-06:00,12.649999618530273,12.84000015258789,12.5600004196167,12.670000076293945,0,0.0,0.0,,14.248335620833991,-0.6592121105789719,-0.4936002247634556,-0.16561188581551628,,,,,0.2799997329711914,0.23000049591064453,0.049999237060546875,0.2799997329711914,,0.702505677771526,,
2019-12-26 00:00:00-06:00,12.739999771118164,12.75,11.720000267028809,12.649999618530273,0,0.0,0.0,,14.185655777606396,-0.6494788728972072,-0.524775954390206,-0.12470291850700121,,,,,1.0299997329711914,0.07999992370605469,0.9499998092651367,1.0299997329711914,,0.7040842458570221,,
2019-12-27 00:00:00-06:00,12.609999656677246,13.720000267028809,11.890000343322754,13.430000305175781,0,0.0,0.0,,14.15602222966794,-0.5722293712443633,-0.5342666377610374,-0.037962733483325906,,,,,1.8299999237060547,1.0700006484985352,0.7599992752075195,1.8299999237060547,,0.7657443810480878,,
2019-12-30 00:00:00-06:00,13.739999771118164,15.140000343322754,13.4399995803833,14.819999694824219,0,0.0,0.0,,14.182060561634854,-0.3943019827837766,-0.5062737067655854,0.11197172398180877,,,,,1.7000007629394531,1.7100000381469727,0.009999275207519531,1.7100000381469727,1.4984999656677247,0.8692439609485251,,
2019-12-31 00:00:00-06:00,14.84000015258789,15.390000343322754,13.75,13.779999732971191,0,0.0,0.0,,14.16629347031471,-0.3333696727384421,-0.47169289996015673,0.13832322722171464,45.74227521978169,,,-7.578807015461166,1.640000343322754,0.5700006484985352,1.0699996948242188,1.640000343322754,1.4444999694824219,0.9394193984160603,32.96177998155521,
2020-01-02 00:00:00-06:00,13.460000038146973,13.720000267028809,12.420000076293945,12.470000267028809,0,0.0,0.0,,14.099772168225067,-0.3863329806956113,-0.45462091610724764,0.06828793541163636,41.63237396175897,,,-21.86716643343673,1.3000001907348633,0.05999946594238281,1.359999656677246,1.359999656677246,1.3434999465942383,1.0344846735486837,12.101914987220308,
2020-01-03 00:00:00-06:00,15.010000228881836,16.200000762939453,13.130000114440918,14.020000457763672,0,0.0,0.0,,14.096643865854032,-0.299779055980121,-0.42365254408182235,0.12387348810170135,43.56764020926449,,,-5.270268398101028,3.070000648498535,3.7300004959106445,0.6599998474121094,3.7300004959106445,1.415999984741211,1.158783002140795,44.508682203902936,29.857459057559485
2020-01-06 00:00:00-06:00,15.449999809265137,16.389999389648438,13.539999961853027,13.850000381469727,0,0.0,0.0,,14.086971572348766,-0.24211112610989538,-0.387344260487437,0.1452331343775416,46.62881524741894,,,-4.6143254488377385,2.84999942779541,2.3699989318847656,0.48000049591064453,2.84999942779541,1.4984999656677247,1.1709085421367518,41.23315060392947,32.6145825983509
2020-01-07 00:00:00-06:00,13.84000015258789,14.460000038146973,13.390000343322754,13.789999961853027,0,0.0,0.0,,14.07532562683913,-0.1989569566811653,-0.34966679972618264,0.15070984304501733,47.36841924320889,,,1.2481650346722235,1.0699996948242188,0.6099996566772461,0.46000003814697266,1.0699996948242188,1.485499906539917,1.1752407022785647,40.07707306119742,41.93963528967661
2020-01-08 00:00:00-06:00,15.15999984741211,15.239999771118164,12.829999923706055,13.449999809265137,0,0.0,0.0,,14.050803045757798,-0.19000191352685114,-0.3177338224863163,0.12773190895946518,49.36138210700556,,,-15.195459644272258,2.4099998474121094,1.4499998092651367,0.9600000381469727,2.4099998474121094,1.4149999141693115,1.1998962609100676,33.526009861250486,38.27874450879246
2020-01-09 00:00:00-06:00,12.949999809265137,13.239999771118164,12.529999732971191,12.539999961853027,0,0.0,0.0,,13.991555865996826,-0.25341317052398793,-0.3048696920938506,0.05145652156986269,36.14357336526046,,,-20.025512003888657,0.7100000381469727,0.21000003814697266,0.9200000762939453,0.9200000762939453,1.3624999523162842,1.2675542430897586,15.992292693880259,29.86512520544272
2020-01-10 00:00:00-06:00,12.420000076293945,12.869999885559082,12.09000015258789,12.5600004196167,0,0.0,0.0,,13.935416436727017,-0.29861097728961106,-0.3036179491330027,0.005006971843391661,36.80203166505152,,,-16.21080312611774,0.7799997329711914,0.3299999237060547,0.4499998092651367,0.7799997329711914,1.3519999027252196,1.269149175930629,18.162403830184815,22.560235461771853
2020-01-13 00:00:00-06:00,12.84000015258789,13.09000015258789,12.319999694824219,12.319999694824219,0,0.0,0.0,,13.872066760573967,-0.3497647472200285,-0.3128473087504079,-0.03691743846962059,38.25857572903238,,,-11.621233388261967,0.7700004577636719,0.5299997329711914,0.24000072479248047,0.7700004577636719,1.2929999351501464,1.288257513253424,13.03418250435318,15.729626342806085
2020-01-14 00:00:00-06:00,12.720000267028809,13.819999694824219,12.050000190734863,12.390000343322754,0,0.0,0.0,,13.813946508917057,-0.3802724668326416,-0.32633234036685466,-0.05394012646578694,42.54090931870947,,,-1.9002357002653754,1.7699995040893555,1.5,0.26999950408935547,1.7699995040893555,1.2909998893737793,1.2939393842138545,14.529923064147852,15.24216979956195
2020-01-15 00:00:00-06:00,12.789999961853027,12.829999923706055,11.949999809265137,12.420000076293945,0,0.0,0.0,,13.759281942931837,-0.39744779590085777,-0.3405554314736553,-0.05689236442720247,48.847420405632896,,,2.3064227763815257,0.880000114440918,0.4399995803833008,0.4400005340576172,0.880000114440918,1.288999891281128,1.2963606701008528,15.170943088254624,14.24501621891855
2020-01-16 00:00:00-06:00,12.199999809265137,12.420000076293945,11.779999732971191,12.319999694824219,0,0.0,0.0,,13.702839501829578,-0.41435216909546746,-0.3553147789980177,-0.05903739009744974,51.03210611592717,,,0.2440987230619014,0.6400003433227539,0.0,0.6400003433227539,0.6400003433227539,1.292499876022339,1.3044122305562023,12.84795589980414,14.182940684068873
2020-01-17 00:00:00-06:00,12.210000038146973,12.479999542236328,11.75,12.100000381469727,0,0.0,0.0,,13.639983065737034,-0.4404241768620256,-0.3723366585708193,-0.0680875182912063,48.91922901035425,,,-3.815576670487934,0.7299995422363281,0.15999984741210938,0.5699996948242188,0.7299995422363281,1.2904998779296875,1.3222693181214655,8.137048947190326,12.05198264508303
2020-01-21 00:00:00-06:00,13.229999542236328,13.329999923706055,12.319999694824219,12.850000381469727,0,0.0,0.0,,13.609003352628513,-0.3960028248060574,-0.37706989181786693,-0.018932932988190487,51.45946163291691,,,2.8000030517578125,1.010000228881836,1.2299995422363281,0.2199993133544922,1.2299995422363281,1.3344998836517334,1.3842527872417285,24.197009137917057,15.06067132830384
2020-01-22 00:00:00-06:00,12.449999809265137,13.010000228881836,12.3100004196167,12.90999984741211,0,0.0,0.0,,13.581591450463163,-0.35190063631317337,-0.3720360407169282,0.02013540440375483,52.2210172428009,,,3.197438938544497,0.6999998092651367,0.15999984741210938,0.5399999618530273,0.6999998092651367,1.3409998893737793,1.3889220062426015,25.481794517249767,19.271950867452382
2020-01-23 00:00:00-06:00,13.260000228881836,14.149999618530273,12.9399995803833,12.979999542236328,0,0.0,0.0,,13.557999610924856,-0.30775335472949017,-0.3591795035194406,0.05142614878995044,52.52959777737445,,,2.934178395184648,1.2100000381469727,1.239999771118164,0.029999732971191406,1.239999771118164,1.3784998893737792,1.394344136037456,26.9807176002364,25.553173751801072
2020-01-24 00:00:00-06:00,12.75,15.979999542236328,12.619999885559082,14.5600004196167,0,0.0,0.0,,13.59729376028532,-0.14361791193438478,-0.31606718520242943,0.17244927326804466,59.05292634501255,,,14.9171296917276,3.359999656677246,3.0,0.3599996566772461,3.359999656677246,1.5324998855590821,1.5160699398203545,60.813719189625814,37.75874376903732
2020-01-27 00:00:00-06:00,17.420000076293945,19.020000457763672,16.81999969482422,18.229999542236328,0,0.0,0.0,,13.77896849683242,0.279378366839806,-0.19697807479398236,0.4763564416337883,69.33240282669577,,,44.11067266383334,2.200000762939453,4.460000038146973,2.2599992752075195,4.460000038146973,1.703999900817871,1.7681303118568166,89.17806993306644,58.99083557430955
2020-01-28 00:00:00-06:00,16.940000534057617,18.030000686645508,15.6899995803833,16.280000686645508,0,0.0,0.0,,13.87704819055058,0.4520464444437948,-0.06717317094642693,0.5192196153902218,61.128145882822366,,,21.221149044735064,2.340001106262207,0.1999988555908203,2.5399999618530273,2.5399999618530273,1.7394999027252198,1.8750967904391636,62.31087209640952,70.76755373970059
2020-01-29 00:00:00-06:00,15.680000305175781,16.649999618530273,14.9399995803833,16.389999389648438,0,0.0,0.0,,13.975595296397556,0.5909510007042069,0.06445166338369984,0.5264993373205071,59.462914197468905,,,10.593790331672748,1.7100000381469727,0.3699989318847656,1.340001106262207,1.7100000381469727,1.7394999027252198,1.8818534672428175,63.8239215610139,71.77095453016328
2020-01-30 00:00:00-06:00,17.81999969482422,18.389999389648438,15.300000190734863,15.489999771118164,0,0.0,0.0,,14.034983707170912,0.621250031045939,0.17581133691614767,0.4454386941297913,52.21122170797241,,,12.409289341678884,3.089999198913574,2.0,1.0899991989135742,3.089999198913574,1.8119998455047608,1.9367649774347395,51.444285221800754,59.193026293074716
2020-01-31 00:00:00-06:00,16.25,19.989999771118164,16.18000030517578,18.84000015258789,0,0.0,0.0,,14.223415724638246,0.9051453128150122,0.32167813209592055,0.5834671807190916,64.49026621226028,,,51.082596224168675,3.809999465942383,4.5,0.6900005340576172,4.5,1.9689998626708984,2.1530335656187085,86.04369356221208,67.10396678167557
