Date,open,high,low,close,volume,dividends,stock splits,capital gains,sma_50,ema_50,macd,signal_line,macd_hist,rsi,bb_upper,bb_lower,roc,hi_lo,hi_close,lo_close,true_range,ATR,obv,%K,%D
2022-04-07 00:00:00-04:00,24.730199730486454,24.735095977783203,24.651846697152816,24.735095977783203,202000,0.0,0.0,0.0,,24.735095977783203,0.0,0.0,0.0,,,,,0.08324928063038683,,,0.08324928063038683,,,,
2022-04-08 00:00:00-04:00,24.63225746154785,24.63225746154785,24.63225746154785,24.63225746154785,100,0.0,0.0,0.0,,24.731063094793583,-0.008203642320765425,-0.001640728464153085,-0.00656291385661234,,,,,0.0,0.10283851623535156,0.10283851623535156,0.10283851623535156,,0.004157595197031738,,
2022-04-11 00:00:00-04:00,24.52452501821705,24.52452501821705,24.38642692565918,24.38642692565918,500,0.0,0.0,0.0,,24.71754795090596,-0.034147921733335806,-0.00814216711798963,-0.026005754615346176,,,,,0.13809809255787187,0.10773244333080001,0.24583053588867188,0.24583053588867188,,0.014137619816067426,,
2022-04-12 00:00:00-04:00,24.142550768061476,24.142550768061476,24.054403373067075,24.077909469604492,2500,0.0,0.0,0.0,,24.692464088894138,-0.07869656538306202,-0.02225304677100411,-0.056443518612057916,,,,,0.08814739499440094,0.24387615759770398,0.3320235525921049,0.3320235525921049,,0.026788815376416975,,
2022-04-13 00:00:00-04:00,24.214048385620117,24.214048385620117,24.214048385620117,24.214048385620117,100,0.0,0.0,0.0,,24.673702688765747,-0.10184243744489763,-0.03817092490578282,-0.06367151253911481,,,,,0.0,0.136138916015625,0.136138916015625,0.136138916015625,,0.032442915712140974,,
2022-04-14 00:00:00-04:00,24.21992586343036,24.21992586343036,24.00935173034668,24.00935173034668,200,0.0,0.0,0.0,,24.647649710004217,-0.1351451480286059,-0.057565769530347435,-0.07757937849825845,,,,,0.21057413308367856,0.005877477810241061,0.2046966552734375,0.21057413308367856,,0.040896547753076384,,
2022-04-18 00:00:00-04:00,23.9956404744819,24.093582237790415,23.889863967895508,23.889863967895508,3200,0.0,0.0,0.0,,24.617932622078385,-0.16922868696604,-0.07989835301748596,-0.08933033394855402,,,,,0.2037182698949067,0.08423050744373484,0.11948776245117188,0.2037182698949067,,0.045873265316847434,,
2022-04-19 00:00:00-04:00,24.01523019610411,24.23755645751953,24.01523019610411,24.23755645751953,100,0.0,0.0,0.0,,24.603015909742744,-0.1662676292750369,-0.09717220826899617,-0.06909542100604074,,,,,0.22232626141542156,0.34769248962402344,0.12536622820860188,0.34769248962402344,,0.06042724059654225,,
2022-04-20 00:00:00-04:00,24.27477264404297,24.27477264404297,24.27477264404297,24.27477264404297,100,0.0,0.0,0.0,,24.59014362481334,-0.1590841118824926,-0.10955458899169546,-0.04952952289079715,,,,,0.0,0.0372161865234375,0.0372161865234375,0.0372161865234375,,0.061962716608270796,,
2022-04-21 00:00:00-04:00,23.556861877441406,23.556861877441406,23.556861877441406,23.556861877441406,100,0.0,0.0,0.0,,24.549622771975226,-0.20891231055589543,-0.12942613330453545,-0.07948617725135998,,,,,0.0,0.7179107666015625,0.7179107666015625,0.7179107666015625,,0.09153707255090981,,
2022-04-22 00:00:00-04:00,22.978029251098633,22.978029251098633,22.978029251098633,22.978029251098633,0,0.0,0.0,0.0,,24.48799165350948,-0.2917454129221575,-0.16188998922805986,-0.12985542369409764,,,,,0.0,0.5788326263427734,0.5788326263427734,0.5788326263427734,,0.11610879306929844,,
2022-04-25 00:00:00-04:00,22.722402572631836,22.722402572631836,22.722402572631836,22.722402572631836,100,0.0,0.0,0.0,,24.418752866024082,-0.37371028043243015,-0.20425404746893394,-0.1694562329634962,,,,,0.0,0.2556266784667969,0.2556266784667969,0.2556266784667969,,0.12723362347461153,,
2022-04-26 00:00:00-04:00,22.565695858821343,22.565695858821343,22.4305362701416,22.4305362701416,400,0.0,0.0,0.0,,24.34078358775418,-0.45695174457294385,-0.25479358688973597,-0.20215815768320788,,,,,0.1351595886797412,0.15670671381049317,0.2918663024902344,0.2918663024902344,,0.14007849327028077,,
2022-04-27 00:00:00-04:00,22.540231704711914,22.540231704711914,22.540231704711914,22.540231704711914,100,0.0,0.0,0.0,,24.27017370998782,-0.5082113556623504,-0.3054771406442589,-0.20273421501809152,,,,,0.0,0.1096954345703125,0.1096954345703125,0.1096954345703125,,0.1449689440936226,,
2022-04-28 00:00:00-04:00,22.791940689086914,22.791940689086914,22.791940689086914,22.791940689086914,100,0.0,0.0,0.0,,24.21220378759955,-0.522501088039661,-0.34888193012333935,-0.17361915791632165,,,,,0.0,0.251708984375,0.251708984375,0.251708984375,,0.15613604244791235,,
2022-04-29 00:00:00-04:00,22.338472366333008,22.338472366333008,22.338472366333008,22.338472366333008,0,0.0,0.0,0.0,,24.13872412402047,-0.5639164301727426,-0.39188883013322,-0.1720276000395226,,,,,0.0,0.45346832275390625,0.45346832275390625,0.45346832275390625,,0.17603203677941015,,
2022-05-02 00:00:00-04:00,22.254243850708008,22.254243850708008,22.254243850708008,22.254243850708008,100,0.0,0.0,0.0,,24.06482293683175,-0.5966570336012538,-0.4328424708268268,-0.16381456277442696,,,,,0.0,0.084228515625,0.084228515625,0.084228515625,,0.1798025952242187,,
2022-05-03 00:00:00-04:00,22.593120574951172,22.593120574951172,22.593120574951172,22.593120574951172,100,0.0,0.0,0.0,,24.007109118718787,-0.5884760920902181,-0.4639691950795051,-0.12450689701071299,,,,,0.0,0.33887672424316406,0.33887672424316406,0.33887672424316406,,0.19503010537987764,,
2022-05-04 00:00:00-04:00,23.237573623657227,23.237573623657227,23.237573623657227,23.237573623657227,0,0.0,0.0,0.0,,23.976931256167354,-0.5239508822678118,-0.4759655325171665,-0.047985349750645334,,,,,0.0,0.6444530487060547,0.6444530487060547,0.6444530487060547,,0.22355440978342933,,
2022-05-05 00:00:00-04:00,22.491260528564453,22.491260528564453,22.491260528564453,22.491260528564453,0,0.0,0.0,0.0,,23.918669659006458,-0.5269609404796753,-0.4861646141096683,-0.04079632637000702,,,,,0.0,0.7463130950927734,0.7463130950927734,0.7463130950927734,0.3086131189877882,0.25567106306141973,,
