Date,open,high,low,close,volume,dividends,stock splits,sma_20,ema_20,macd,signal_line,macd_hist,rsi,bb_upper,bb_lower,hi_lo,hi_close,lo_close,true_range,ATR,obv,%K,%D
2022-11-07 00:00:00-05:00,135.83244733482744,137.8534325245913,134.40586244011791,137.62557983398438,83374600,0.0,0.0,,137.62557983398438,0.0,0.0,0.0,,,,3.447570084473398,,,3.447570084473398,,,,
2022-11-08 00:00:00-05:00,139.10170456950343,140.11218962572033,136.20891408416472,138.20018005371094,89908500,0.0,0.0,,137.68030366443452,0.04583705456508369,0.009167410913016738,0.03666964365206695,,,,3.9032755415556153,2.486609791735958,1.416665749819657,3.9032755415556153,,0.004175097539423245,,
2022-11-09 00:00:00-05:00,137.20949321404166,137.25903035043765,133.33592194369456,133.61331176757812,74917800,0.0,0.0,,137.29297110282914,-0.28467710561889703,-0.04960149239336602,-0.235075613225531,,,,3.923108406743097,0.9411497032732825,4.8642581100163795,4.8642581100163795,,0.03736512872715503,,
2022-11-10 00:00:00-05:00,139.92397931825136,145.5015106201172,138.20018660251887,145.5015106201172,118854000,0.0,0.0,,138.07473677114228,0.40796358453204107,0.041911522991715404,0.36605206154032566,,,,7.3013240175983185,11.888198852539062,4.586874834940744,11.888198852539062,,0.12633978772833832,,
2022-11-11 00:00:00-05:00,144.46129314891186,148.61223908414578,143.0247917911544,148.3051300048828,93979700,0.0,0.0,,139.04905993626045,1.1696321834688206,0.2674556550871364,0.9021765283816842,,,,5.587447292991385,3.110728464028597,2.476718828962788,5.587447292991385,,0.14560844942687878,,
2022-11-14 00:00:00-05:00,147.58193436969913,148.87972568427676,146.0562752561658,146.8983612060547,73374100,0.0,0.0,,139.79661243814562,1.6408310712367609,0.5421307383170614,1.0987003329196994,,,,2.8234504281109594,0.5745956793939513,2.248854748717008,2.8234504281109594,,0.1550940875756185,,
2022-11-15 00:00:00-05:00,150.80163211808,152.15886177258596,147.17573196449902,148.64193725585938,89868300,0.0,0.0,,140.63902432554693,2.1303937471506345,0.859783340083776,1.2706104070668585,,,,4.983129808086943,5.260500566531277,0.27737075844433434,5.260500566531277,,0.16696335579270205,,
2022-11-16 00:00:00-05:00,147.7404231070056,148.47351816998454,145.91755659513987,147.40357971191406,64218300,0.0,0.0,,141.28326769567713,2.3908899000202837,1.1660046520710776,1.224885247949206,,,,2.555961574844673,0.1684190858748309,2.724380660719504,2.724380660719504,,0.17529450087064669,,
2022-11-17 00:00:00-05:00,145.0655927873975,150.06854111031015,144.78820297021446,149.3156280517578,80389400,0.0,0.0,,142.04825439625625,2.720263791629094,1.4768564799826809,1.243407311646413,,,,5.280338140095694,2.6649613983960876,2.615376741699606,5.280338140095694,,0.18826601990417802,,
2022-11-18 00:00:00-05:00,150.89079481856248,151.27716024976255,148.57260223136208,149.8802947998047,74829600,0.0,0.0,,142.79416300611803,2.9923647431140807,1.7799581326089609,1.2124066105051199,,,,2.704558018400462,1.9615321980047327,0.7430258203957294,2.704558018400462,,0.1920477188155013,,
2022-11-21 00:00:00-05:00,148.76085054493495,148.96888535249187,146.3435834321019,146.63087463378906,58724100,0.0,0.0,,143.15956411351527,2.912235221853308,2.00641355045783,0.9058216713954779,,,,2.6253019203899726,0.9114094473128205,3.536711367702793,3.536711367702793,,0.21372782139573632,,
2022-11-22 00:00:00-05:00,146.74979846365784,149.01845465852517,145.56096741167022,148.7806854248047,51804100,0.0,0.0,,143.69490900030473,2.987762694543676,2.2026833792749994,0.7850793152686766,,,,3.457487246854953,2.38758002473611,1.069907222118843,3.457487246854953,,0.2283892001564154,,
2022-11-23 00:00:00-05:00,148.0574684095027,150.41529714785662,147.94849275058854,149.66238403320312,58301400,0.0,0.0,,144.26323995581888,3.083222994392173,2.3787913022984344,0.7044316920937388,,,,2.4668043972680778,1.6346117230519326,0.8321926742161452,2.4668043972680778,,0.2343153632593813,,
2022-11-25 00:00:00-05:00,146.92808337960366,147.49277952307645,145.74916907300886,146.72994995117188,35195900,0.0,0.0,,144.49816471728107,2.8889510177081377,2.480823245380375,0.40812777232776254,62.6688646891259,,,1.7436104500675924,2.1696045101266748,3.913214960194267,3.913214960194267,4.418442547675274,0.25390902469257537,71.15800257151525,
2022-11-28 00:00:00-05:00,143.78761600890013,145.2736393306608,142.04402075334752,142.87619018554688,69246000,0.0,0.0,,144.34369095235402,2.3963986784019937,2.463938331984699,-0.0675396535827053,56.598593850435144,,,3.229618577313289,1.4563106205110614,4.6859291978243505,4.6859291978243505,4.506896770057485,0.28017332701740705,50.68426254653867,
2022-11-29 00:00:00-05:00,142.94553810324825,143.46069711635815,139.04226265695823,139.8546142578125,83763800,0.0,0.0,,143.91615983858816,1.7421490658682046,2.3195804787614005,-0.5774314128931959,51.95870753664774,,,4.4184344593999185,0.5845069308112727,3.833927528588646,4.4184344593999185,4.543693835617792,0.3013215387930037,34.63163763671164,52.157967584921856
2022-11-30 00:00:00-05:00,140.08246748729826,147.334268988452,139.24039662442343,146.65069580078125,111380900,0.0,0.0,,144.1765918349875,1.7518443464746554,2.2060332523040516,-0.4541889058293962,64.66785829059876,,,8.093872364028584,7.47965473063951,0.6142176333890745,8.093872364028584,4.774380568047235,0.34991544167589783,60.53947882090992,48.61845966805341
2022-12-01 00:00:00-05:00,146.82902616992533,147.74045204608186,145.24392848823717,146.92808532714844,71250400,0.0,0.0,,144.43863883424095,1.761604265332636,2.1171474549097686,-0.3555431895771326,52.172589474193,,,2.4965235578446823,1.089756245300606,1.4067673125440763,2.4965235578446823,4.103546618426208,0.3518069398706558,60.120939892069025,51.7640187832302
2022-12-02 00:00:00-05:00,144.60000125431688,146.62098658019366,144.29287703041706,146.43275451660156,65447400,0.0,0.0,,144.6285546135134,1.70966209419106,2.0356503827660273,-0.3259882885749672,46.932836753568125,,,2.328109549776599,0.3070987469547788,2.6352082967313777,2.6352082967313777,3.892672404407636,0.3551781864872845,56.344573730533185,59.001664147837374
2022-12-05 00:00:00-05:00,146.3931407456851,149.51378422205553,144.41177596916708,145.26376342773438,68826400,0.0,0.0,145.2597755432129,144.68905069105824,1.5562304818577957,1.939766402584381,-0.3835359207265854,47.30132050764649,154.2793185238454,136.2402325625804,5.102008252888453,3.0810297054539717,2.0209785474344812,5.102008252888453,4.055426534748885,0.36316131220752523,47.43227048361611,54.63259470207277
2022-12-06 00:00:00-05:00,145.699657023478,145.92750972593578,140.59763397171506,141.5784149169922,64727200,0.0,0.0,145.4574172973633,144.39279966495673,1.1242977934821283,1.7766726807639306,-0.6523748872818023,39.040957413816045,153.92920286291564,136.98563173181094,5.329875754220723,0.6637462982014029,4.66612945601932,5.329875754220723,4.060381905298131,0.3885313592432099,20.72883929592954,41.50189450335961
2022-12-07 00:00:00-05:00,140.86510753800633,142.03410530377033,138.6955110535818,139.6267547607422,69721100,0.0,0.0,145.52874603271485,143.9388906264601,0.6173884919087982,1.5448158429929042,-0.927427351084106,38.195546538074915,153.763976424301,137.2935156411287,3.338594250188521,0.45569038677814433,2.8829038634103767,3.338594250188521,4.104254304545918,0.40231637129744335,7.401602863343731,25.187570880963126
2022-12-08 00:00:00-05:00,141.03350961285912,142.18270451964221,139.7852555623525,141.32080078125,62128300,0.0,0.0,145.91412048339845,143.68954873644012,0.34833913770344793,1.3055205019350131,-0.9571813642315652,37.78379217741526,152.31969869846978,139.50854226832712,2.3974489572897255,2.5559497589000273,0.15850080161030178,2.5559497589000273,3.9096551344605137,0.4144490461806394,20.866022305447192,16.332154821573486
2022-12-09 00:00:00-05:00,141.01373428364082,144.21364943523386,139.58714915743198,140.83541870117188,76097000,0.0,0.0,145.68081588745116,143.41772682831933,0.09485586932888168,1.063387575413787,-0.9685317060849052,36.14573453678725,152.4776208254286,138.88401094947372,4.626500277801881,2.8928486539838616,1.7336516238180195,4.626500277801881,4.046936724417757,0.41788365791079396,18.258930925671272,15.508852031487399
2022-12-12 00:00:00-05:00,141.3703622213203,143.1535933976936,139.745643842094,143.14369201660156,70462700,0.0,0.0,145.4227439880371,143.39162827482238,0.07931265152748779,0.8665725906365271,-0.7872599391090394,44.50002117820109,152.19189379591484,138.65359418015936,3.4079495555996004,2.318174696521737,1.0897748590778633,3.4079495555996004,4.037739452124673,0.43427352160216726,37.954455202836144,25.693136144651533
2022-12-13 00:00:00-05:00,148.1070116584406,148.57263357331792,142.89602792768954,144.11456298828125,93886200,0.0,0.0,145.28355407714844,143.4604791999137,0.14367946550336796,0.7219939656098954,-0.5783145001065274,42.35634353074095,152.03941723140164,138.52769092289523,5.676605645628371,5.428941556716353,0.24766408891201763,5.676605645628371,4.196247909179917,0.4410560137818932,46.238488408475995,34.150624845661135
2022-12-14 00:00:00-05:00,143.99568522894205,145.2934766852672,139.84472377503235,141.87562561035156,82291200,0.0,0.0,144.94523849487305,143.30954076281253,0.01386724156981245,0.5803686208018789,-0.5665013792320664,37.78742378402646,151.67058885946227,138.21988813028383,5.448752910234845,1.1789136969859442,4.2698392132489005,5.448752910234845,4.409244231534686,0.45659183009014337,29.39576868919471,37.86290410016895
2022-12-15 00:00:00-05:00,139.79516439574803,140.478737525311,134.76249705798816,135.22811889648438,98931900,0.0,0.0,144.33646545410156,142.53988153744794,-0.6182809593882723,0.34063870476384867,-0.9589196641521209,33.843543538909216,152.22797965337534,136.44495125482777,5.716240467322848,1.3968880850405583,7.113128552363406,7.113128552363406,4.6378094881181955,0.503446296354306,3.156482775485693,26.263579957718804
2022-12-16 00:00:00-05:00,135.41634781658013,136.36739423153304,132.48392195115318,133.25665283203125,160156900,0.0,0.0,143.53351669311525,141.65576451788445,-1.2637757777090712,0.019755808269264652,-1.2835315859783358,35.73313370199955,152.48821714663495,134.57881623959554,3.8834722803798627,1.1392753350486657,2.744196945331197,3.8834722803798627,4.580491136872161,0.5180251138409433,4.537505169365809,12.363252211348737
