Date,open,high,low,close,volume,dividends,stock splits,capital gains,sma_200,ema_200,macd,signal_line,macd_hist,rsi,bb_upper,bb_lower,hi_lo,hi_close,lo_close,true_range,ATR,obv,%K,%D
2011-09-29 00:00:00-04:00,21.800555176201353,21.899297157917754,21.59448473987553,21.603071212768555,230800,0.0,0.0,0.0,,21.603071212768555,0.0,0.0,0.0,,,,0.3048124180422249,,,0.3048124180422249,,,,
2011-09-30 00:00:00-04:00,21.349771969725644,21.349771969725644,21.33689308166504,21.33689308166504,44000,0.0,0.0,0.0,,21.60042267415061,-0.009278540517772882,-0.00097668847555504,-0.008301852042217842,,,,0.01287888806060522,0.2532992430429104,0.2661781311035156,0.2661781311035156,,0.01232130971017631,,
2011-10-03 00:00:00-04:00,21.33689308166504,21.33689308166504,21.33689308166504,21.33689308166504,0,0.0,0.0,0.0,,21.597800489150757,-0.01750591740390206,-0.0027166073101178843,-0.014789310093784177,,,,0.0,0.0,0.0,0.0,,0.01232130971017631,,
2011-10-04 00:00:00-04:00,20.160581662703592,20.96339988708496,20.160581662703592,20.96339988708496,23000,0.0,0.0,0.0,,21.591488045349106,-0.03779363443784334,-0.006408925955141616,-0.03138470848270172,,,,0.8028182243813689,0.3734931945800781,1.176311418961447,1.176311418961447,,0.02982588233706096,,
2011-10-05 00:00:00-04:00,21.238155916005827,21.255327224731445,21.079308618100953,21.255327224731445,21200,0.0,0.0,0.0,,21.588143161561867,-0.04555599218787165,-0.010529669769113199,-0.03502632241875846,,,,0.1760186066304925,0.2919273376464844,0.11590873101599186,0.2919273376464844,,0.04375145448751794,,
2011-10-06 00:00:00-04:00,21.439931525126347,21.688934326171875,21.439931525126347,21.688934326171875,55800,0.0,0.0,0.0,,21.589146058722164,-0.03721432436354277,-0.013338580779053155,-0.023875743584489618,,,,0.24900280104552763,0.4336071014404297,0.18460430039490205,0.4336071014404297,,0.0641513804381244,,
2011-10-07 00:00:00-04:00,22.058148633935165,22.058148633935165,21.706111367057048,21.740455627441406,30600,0.0,0.0,0.0,,21.590651626570118,-0.027889398551486977,-0.014870245807730399,-0.013019152743756578,,,,0.3520372668781171,0.3692143077632899,0.0171770408851728,0.3692143077632899,,0.06652684529475228,,
2011-10-10 00:00:00-04:00,21.740455627441406,21.740455627441406,21.740455627441406,21.740455627441406,0,0.0,0.0,0.0,,21.592142213643466,-0.01951278873741913,-0.015358934537171319,-0.00415385420024781,,,,0.0,0.0,0.0,0.0,,0.06652684529475228,,
2011-10-11 00:00:00-04:00,21.740455627441406,21.740455627441406,21.740455627441406,21.740455627441406,0,0.0,0.0,0.0,,21.59361796900464,-0.012004148085868138,-0.015005799121244667,0.003001651035376529,,,,0.0,0.0,0.0,0.0,,0.06652684529475228,,
2011-10-12 00:00:00-04:00,21.740455627441406,21.740455627441406,21.740455627441406,21.740455627441406,0,0.0,0.0,0.0,,21.595079040232868,-0.00528947750454023,-0.013983028424749463,0.008693550920209233,,,,0.0,0.0,0.0,0.0,,0.06652684529475228,,
2011-10-13 00:00:00-04:00,21.740455627441406,21.740455627441406,21.740455627441406,21.740455627441406,0,0.0,0.0,0.0,,21.596525573438925,0.0006993600932432287,-0.012437513843908126,0.013136873937151355,,,,0.0,0.0,0.0,0.0,,0.06652684529475228,,
2011-10-14 00:00:00-04:00,21.740455627441406,21.740455627441406,21.740455627441406,21.740455627441406,0,0.0,0.0,0.0,,21.597957713279747,0.00602508893631537,-0.010494081972305653,0.016519170908621025,,,,0.0,0.0,0.0,0.0,,0.06652684529475228,,
2011-10-17 00:00:00-04:00,22.2556319912412,22.2556319912412,22.247045516967773,22.247045516967773,12000,0.0,0.0,0.0,,21.604416298391072,0.02840434251240964,-0.006399510973914569,0.03480385348632421,,,,0.008586474273425182,0.5151763637997924,0.5065898895263672,0.5151763637997924,,0.08982855976696125,,
2011-10-18 00:00:00-04:00,22.410190682524092,22.684951375035485,22.401604206170248,22.67636489868164,24000,0.0,0.0,0.0,,21.615082453617845,0.06319613523784895,0.0009263465220605369,0.062269788715788414,,,,0.28334716886523736,0.43790585806771176,0.1545586892024744,0.43790585806771176,,0.10912637535269498,,
2011-10-19 00:00:00-04:00,22.54327016161263,22.54327016161263,22.435941696166992,22.435941696166992,5600,0.0,0.0,0.0,,21.623250207275053,0.08558309807518327,0.009837583527652403,0.07574551454753087,,,,0.10732846544563657,0.13309473706901187,0.24042320251464844,0.24042320251464844,,0.11972874498243335,,
2011-10-20 00:00:00-04:00,22.435941696166992,22.435941696166992,22.435941696166992,22.435941696166992,0,0.0,0.0,0.0,,21.631336689751592,0.10525027097528294,0.01988102431161351,0.08536924666366943,,,,0.0,0.0,0.0,0.0,,0.11972874498243335,,
2011-10-21 00:00:00-04:00,22.435941696166992,22.435941696166992,22.435941696166992,22.435941696166992,0,0.0,0.0,0.0,,21.639342709715926,0.12244074716898012,0.030676784612388944,0.09176396255659118,,,,0.0,0.0,0.0,0.0,,0.11972874498243335,,
2011-10-24 00:00:00-04:00,22.435941696166992,22.435941696166992,22.435941696166992,22.435941696166992,0,0.0,0.0,0.0,,21.647269067790067,0.13737798053761097,0.04190848944662284,0.09546949109098812,,,,0.0,0.0,0.0,0.0,,0.11972874498243335,,
2011-10-25 00:00:00-04:00,23.440541399763177,23.509231567382812,23.440541399763177,23.509231567382812,1800,0.0,0.0,0.0,,21.665796057835767,0.18768045894921315,0.057252907289000766,0.1304275516602124,,,,0.06869016761963564,1.0732898712158203,1.0045997035961847,1.0732898712158203,,0.16756671344172847,,
2011-10-26 00:00:00-04:00,23.56074464239187,23.60796942811634,23.105671369967972,23.28598403930664,75000,0.0,0.0,0.0,,21.68191733128324,0.22410306815092795,0.07481608211657205,0.14928698603435592,,,,0.5022980581483694,0.09873786073352875,0.4035601974148406,0.5022980581483694,,0.17706287785000752,,
